0 1 {'t': [0], 'w': [0.0036966668043451325]}
13 11 {'t': [1], 'w': [0.01]}
13 14 {'t': [1], 'w': [0.01]}
13 15 {'t': [5], 'w': [0.001]}
13 54 {'t': [14], 'w': [0.001]}
13 32 {'t': [52], 'w': [0.001]}
13 27 {'t': [56], 'w': [0.001]}
13 29 {'t': [60], 'w': [0.1]}
13 28 {'t': [70], 'w': [0.001]}
14 32 {'t': [3], 'w': [0.01364156025345398]}
14 33 {'t': [3], 'w': [0.001]}
14 8 {'t': [6], 'w': [0.001]}
14 13 {'t': [28], 'w': [0.01]}
14 19 {'t': [43], 'w': [0.01]}
14 39 {'t': [53], 'w': [0.13973548016101206]}
14 4 {'t': [54], 'w': [0.01]}
14 16 {'t': [58], 'w': [0.01]}
14 40 {'t': [64], 'w': [0.1]}
14 2 {'t': [77], 'w': [0.10589785568821625]}
15 16 {'t': [1], 'w': [0.00637752817040181]}
15 7 {'t': [1], 'w': [0.1]}
15 23 {'t': [27], 'w': [0.1]}
15 39 {'t': [45], 'w': [0.01]}
15 44 {'t': [46], 'w': [0.01]}
15 1 {'t': [46], 'w': [0.12909421337408616]}
15 21 {'t': [50], 'w': [0.0918444270716998]}
15 6 {'t': [60], 'w': [0.01]}
15 27 {'t': [76], 'w': [0.01]}
16 48 {'t': [10], 'w': [0.001]}
16 5 {'t': [11], 'w': [0.1]}
16 54 {'t': [17], 'w': [0.01]}
16 41 {'t': [49], 'w': [0.1]}
16 1 {'t': [51], 'w': [0.001]}
16 13 {'t': [64], 'w': [0.001]}
16 44 {'t': [80], 'w': [0.1]}
16 4 {'t': [89], 'w': [0.001]}
17 9 {'t': [1], 'w': [0.0077921509400923576]}
17 24 {'t': [4], 'w': [0.01]}
17 52 {'t': [16], 'w': [0.05071097853338945]}
17 20 {'t': [18], 'w': [0.06693214887425332]}
17 47 {'t': [44], 'w': [0.001]}
17 51 {'t': [46], 'w': [0.01]}
17 50 {'t': [50], 'w': [0.001]}
17 18 {'t': [71], 'w': [0.1]}
17 49 {'t': [81], 'w': [0.01]}
18 19 {'t': [1], 'w': [0.01]}
18 16 {'t': [22], 'w': [0.1]}
18 14 {'t': [37], 'w': [0.1]}
18 8 {'t': [45], 'w': [0.001]}
18 33 {'t': [77], 'w': [0.001]}
19 26 {'t': [2], 'w': [0.1]}
19 6 {'t': [6], 'w': [0.019819318516578834]}
19 47 {'t': [19], 'w': [0.1]}
19 52 {'t': [21, 58], 'w': [0.1942609300367842, 0.1942609300367842]}
19 18 {'t': [29], 'w': [0.09229065403310159]}
19 40 {'t': [31], 'w': [0.001]}
19 9 {'t': [82], 'w': [0.1]}
20 8 {'t': [2], 'w': [0.001]}
20 48 {'t': [13, 86], 'w': [0.001, 0.001]}
20 23 {'t': [22], 'w': [0.05616561936166241]}
20 13 {'t': [28], 'w': [0.01]}
20 0 {'t': [31], 'w': [0.23944587694018907]}
20 3 {'t': [43], 'w': [0.12474983322214811]}
20 7 {'t': [48], 'w': [0.01]}
20 52 {'t': [54], 'w': [0.12581666453159598]}
20 2 {'t': [70], 'w': [0.01]}
20 35 {'t': [71], 'w': [0.001]}
21 7 {'t': [2], 'w': [0.1]}
21 17 {'t': [4], 'w': [0.001]}
21 29 {'t': [4], 'w': [0.01]}
21 38 {'t': [14], 'w': [0.01]}
21 44 {'t': [32], 'w': [0.001]}
21 28 {'t': [35], 'w': [0.001]}
21 40 {'t': [49], 'w': [0.01]}
21 39 {'t': [51], 'w': [0.1]}
21 45 {'t': [66], 'w': [0.01]}
21 46 {'t': [70], 'w': [0.10890030253992823]}
22 23 {'t': [2], 'w': [0.008259192434517504]}
22 25 {'t': [17], 'w': [0.1]}
22 53 {'t': [36], 'w': [0.01]}
22 21 {'t': [43], 'w': [0.01]}
22 29 {'t': [52], 'w': [0.1]}
22 49 {'t': [64], 'w': [0.12363137177069895]}
22 4 {'t': [65], 'w': [0.1642221058145626]}
22 9 {'t': [79], 'w': [0.01]}
22 24 {'t': [79], 'w': [0.1220125978007229]}
22 40 {'t': [80], 'w': [0.01]}
22 13 {'t': [88], 'w': [0.01]}
23 30 {'t': [15], 'w': [0.1]}
23 39 {'t': [20], 'w': [0.06857389304197813]}
23 20 {'t': [38], 'w': [0.01]}
23 50 {'t': [38], 'w': [0.1]}
23 35 {'t': [52], 'w': [0.01]}
23 33 {'t': [56], 'w': [0.01]}
23 26 {'t': [65], 'w': [0.01]}
23 27 {'t': [69], 'w': [0.09836107456280418]}
23 53 {'t': [88], 'w': [0.2605185280494081]}
23 21 {'t': [88], 'w': [0.001]}
24 25 {'t': [2], 'w': [0.1]}
24 30 {'t': [6], 'w': [0.001]}
24 15 {'t': [14], 'w': [0.1]}
24 37 {'t': [16], 'w': [0.001]}
24 19 {'t': [37], 'w': [0.13279192814076532]}
24 22 {'t': [47], 'w': [0.01]}
24 9 {'t': [57], 'w': [0.1]}
24 39 {'t': [60], 'w': [0.001]}
24 28 {'t': [76], 'w': [0.01]}
24 40 {'t': [77], 'w': [0.1]}
24 6 {'t': [81], 'w': [0.1]}
24 20 {'t': [83], 'w': [0.001]}
24 50 {'t': [86], 'w': [0.12060099271117473]}
25 27 {'t': [17], 'w': [0.03724946667858922]}
25 28 {'t': [26], 'w': [0.1]}
25 39 {'t': [30], 'w': [0.09486157890413209]}
25 23 {'t': [34], 'w': [0.07893672618677285]}
25 54 {'t': [48], 'w': [0.001]}
25 6 {'t': [50], 'w': [0.10767241661484074]}
25 42 {'t': [51], 'w': [0.1]}
25 3 {'t': [84], 'w': [0.001]}
26 5 {'t': [19], 'w': [0.11497969889691352]}
26 45 {'t': [33], 'w': [0.001]}
26 24 {'t': [48], 'w': [0.1]}
26 27 {'t': [55], 'w': [0.01]}
26 1 {'t': [57], 'w': [0.001]}
26 34 {'t': [57], 'w': [0.01]}
27 28 {'t': [2], 'w': [0.01]}
27 22 {'t': [11], 'w': [0.001]}
27 43 {'t': [13], 'w': [0.001]}
27 7 {'t': [14], 'w': [0.001]}
27 52 {'t': [25], 'w': [0.01]}
27 12 {'t': [31], 'w': [0.10689297160655441]}
27 13 {'t': [33], 'w': [0.01]}
27 45 {'t': [88], 'w': [0.01]}
28 53 {'t': [12], 'w': [0.1]}
28 35 {'t': [24], 'w': [0.001]}
28 22 {'t': [32, 44], 'w': [0.1769937308645575, 0.1769937308645575]}
28 16 {'t': [45], 'w': [0.1]}
28 1 {'t': [60], 'w': [0.1499111973896163]}
28 42 {'t': [64], 'w': [0.01]}
28 26 {'t': [72], 'w': [0.01]}
28 24 {'t': [73], 'w': [0.01]}
28 54 {'t': [74], 'w': [0.001]}
28 12 {'t': [79], 'w': [0.001]}
28 37 {'t': [80], 'w': [0.1513047415988981]}
29 35 {'t': [10], 'w': [0.024545466548714624]}
29 50 {'t': [11, 38], 'w': [0.1, 0.1]}
29 54 {'t': [15], 'w': [0.03542690500621051]}
29 31 {'t': [19], 'w': [0.001]}
29 21 {'t': [35], 'w': [0.001]}
29 17 {'t': [53], 'w': [0.001]}
29 49 {'t': [82], 'w': [0.01]}
30 31 {'t': [3], 'w': [0.1]}
30 6 {'t': [5, 56], 'w': [0.001, 0.001]}
30 23 {'t': [21, 38], 'w': [0.13959746158153422, 0.13959746158153422]}
30 26 {'t': [24], 'w': [0.001]}
30 42 {'t': [32, 56], 'w': [0.1, 0.1]}
30 40 {'t': [36], 'w': [0.01]}
30 48 {'t': [77, 79], 'w': [0.1, 0.1]}
30 37 {'t': [86], 'w': [0.1]}
31 26 {'t': [7], 'w': [0.022991194506173873]}
31 36 {'t': [30], 'w': [0.11694855175207616]}
31 40 {'t': [32], 'w': [0.1]}
31 11 {'t': [60], 'w': [0.2292364049769469]}
31 24 {'t': [72], 'w': [0.11913005017768083]}
31 14 {'t': [78], 'w': [0.1]}
31 16 {'t': [79], 'w': [0.14331523978431054]}
31 34 {'t': [82], 'w': [0.1]}
32 48 {'t': [8], 'w': [0.025642307307807654]}
32 26 {'t': [12], 'w': [0.001]}
32 27 {'t': [18], 'w': [0.1]}
32 33 {'t': [43], 'w': [0.1]}
32 47 {'t': [58], 'w': [0.1]}
32 54 {'t': [59], 'w': [0.01]}
33 52 {'t': [10], 'w': [0.1]}
33 37 {'t': [18, 30], 'w': [0.001, 0.001]}
33 5 {'t': [26], 'w': [0.01]}
33 36 {'t': [31, 82], 'w': [0.1, 0.1]}
33 54 {'t': [37], 'w': [0.001]}
33 55 {'t': [38], 'w': [0.1]}
33 50 {'t': [55, 65], 'w': [0.2156538329681468, 0.2156538329681468]}
33 29 {'t': [60], 'w': [0.1]}
33 34 {'t': [69], 'w': [0.001]}
33 22 {'t': [80], 'w': [0.1]}
33 7 {'t': [89], 'w': [0.01]}
34 16 {'t': [3], 'w': [0.012611741101019322]}
34 6 {'t': [39], 'w': [0.1]}
34 11 {'t': [78], 'w': [0.1]}
35 36 {'t': [3], 'w': [0.001]}
35 29 {'t': [4, 37], 'w': [0.1, 0.1]}
35 16 {'t': [7, 29], 'w': [0.001, 0.001]}
35 6 {'t': [14], 'w': [0.001]}
35 27 {'t': [36], 'w': [0.1]}
35 13 {'t': [38], 'w': [0.1]}
35 30 {'t': [65], 'w': [0.001]}
36 30 {'t': [6], 'w': [0.01]}
36 44 {'t': [7], 'w': [0.1]}
36 3 {'t': [33], 'w': [0.01]}
36 52 {'t': [39], 'w': [0.01]}
36 31 {'t': [60], 'w': [0.001]}
36 21 {'t': [65], 'w': [0.10503685503685505]}
36 5 {'t': [72], 'w': [0.1]}
37 33 {'t': [22], 'w': [0.1]}
37 4 {'t': [24], 'w': [0.001]}
37 10 {'t': [46, 59], 'w': [0.001, 0.001]}
37 6 {'t': [53], 'w': [0.1]}
37 15 {'t': [58], 'w': [0.001]}
37 35 {'t': [59, 72, 75], 'w': [0.01, 0.01, 0.01]}
37 46 {'t': [65], 'w': [0.1]}
37 14 {'t': [66], 'w': [0.01]}
37 9 {'t': [86], 'w': [0.01]}
38 39 {'t': [5], 'w': [0.0214408937813193]}
38 4 {'t': [11], 'w': [0.1]}
38 37 {'t': [40], 'w': [0.001]}
38 7 {'t': [45], 'w': [0.17289837592213406]}
38 50 {'t': [49], 'w': [0.01]}
38 19 {'t': [51, 55], 'w': [0.1, 0.1]}
38 2 {'t': [67], 'w': [0.10137230629983095]}
38 21 {'t': [67], 'w': [0.10632119723028814]}
38 3 {'t': [75], 'w': [0.001]}
38 16 {'t': [87], 'w': [0.001]}
39 49 {'t': [61], 'w': [0.12100162085276703]}
39 27 {'t': [72], 'w': [0.01]}
39 21 {'t': [75], 'w': [0.01]}
39 31 {'t': [87], 'w': [0.38926819886527547]}
39 15 {'t': [89], 'w': [0.01]}
40 7 {'t': [5], 'w': [0.001]}
40 50 {'t': [12], 'w': [0.1]}
40 36 {'t': [21], 'w': [0.1]}
40 8 {'t': [24], 'w': [0.15370274880012694]}
40 14 {'t': [42], 'w': [0.1]}
40 52 {'t': [55], 'w': [0.01]}
40 47 {'t': [76], 'w': [0.1]}
40 9 {'t': [82], 'w': [0.1]}
41 13 {'t': [36], 'w': [0.001]}
41 27 {'t': [59], 'w': [0.09197399179898573]}
41 25 {'t': [74], 'w': [0.1]}
41 51 {'t': [75], 'w': [0.001]}
41 32 {'t': [80], 'w': [0.001]}
41 14 {'t': [81], 'w': [0.12847527538409886]}
41 37 {'t': [82], 'w': [0.1]}
42 25 {'t': [7, 34], 'w': [0.1850545037292025, 0.1850545037292025]}
42 46 {'t': [45], 'w': [0.08673749384366425]}
42 20 {'t': [56], 'w': [0.001]}
42 23 {'t': [56], 'w': [0.1]}
42 6 {'t': [63], 'w': [0.01]}
42 52 {'t': [77], 'w': [0.1455996193474004]}
42 17 {'t': [81], 'w': [0.3630613535736876]}
43 40 {'t': [10], 'w': [0.01]}
43 21 {'t': [16, 56], 'w': [0.001, 0.001]}
43 41 {'t': [24], 'w': [0.001]}
43 54 {'t': [53], 'w': [0.01]}
43 44 {'t': [78], 'w': [0.01]}
43 26 {'t': [81], 'w': [0.01]}
44 18 {'t': [12], 'w': [0.1]}
44 3 {'t': [23], 'w': [0.1]}
44 7 {'t': [31], 'w': [0.001]}
44 53 {'t': [39], 'w': [0.18013381369016984]}
44 26 {'t': [62], 'w': [0.1231599525472439]}
45 46 {'t': [7], 'w': [0.01936255540702174]}
45 18 {'t': [9], 'w': [0.001]}
45 38 {'t': [38], 'w': [0.001]}
45 33 {'t': [40, 52], 'w': [0.01, 0.01]}
45 23 {'t': [42], 'w': [0.1]}
45 3 {'t': [43], 'w': [0.1]}
45 28 {'t': [53], 'w': [0.15718708127339093]}
45 12 {'t': [58, 64], 'w': [0.32984245926059674, 0.32984245926059674]}
45 52 {'t': [80], 'w': [0.01]}
45 27 {'t': [80], 'w': [0.1]}
45 24 {'t': [81], 'w': [0.001]}
46 42 {'t': [13], 'w': [0.01]}
46 2 {'t': [38], 'w': [0.01]}
46 17 {'t': [48], 'w': [0.29000632511068947]}
46 32 {'t': [69], 'w': [0.1]}
46 5 {'t': [80], 'w': [0.01]}
46 22 {'t': [83], 'w': [0.13063128735967341]}
47 10 {'t': [7], 'w': [0.1]}
47 7 {'t': [12], 'w': [0.001]}
47 18 {'t': [16, 38], 'w': [0.01, 0.01]}
47 51 {'t': [17], 'w': [0.1]}
47 4 {'t': [22], 'w': [0.001]}
47 48 {'t': [26], 'w': [0.1]}
47 40 {'t': [35], 'w': [0.1]}
47 24 {'t': [43], 'w': [0.1]}
47 49 {'t': [45], 'w': [0.1]}
47 19 {'t': [47], 'w': [0.15592469545957915]}
47 2 {'t': [54], 'w': [0.01]}
47 43 {'t': [84], 'w': [0.001]}
48 31 {'t': [8], 'w': [0.1]}
48 47 {'t': [13], 'w': [0.001]}
48 13 {'t': [19], 'w': [0.001]}
48 35 {'t': [21], 'w': [0.045895665262685334]}
48 27 {'t': [42], 'w': [0.1]}
48 55 {'t': [44], 'w': [0.14719779021589008]}
48 28 {'t': [51], 'w': [0.001]}
48 46 {'t': [59], 'w': [0.001]}
48 41 {'t': [67], 'w': [0.01]}
48 36 {'t': [79], 'w': [0.20255215718047398]}
49 19 {'t': [8], 'w': [0.01]}
49 13 {'t': [19, 85], 'w': [0.001, 0.001]}
49 51 {'t': [30], 'w': [0.1]}
49 14 {'t': [31], 'w': [0.07571663815568594]}
49 10 {'t': [39], 'w': [0.001]}
49 55 {'t': [44], 'w': [0.1]}
49 18 {'t': [45], 'w': [0.001]}
49 2 {'t': [65], 'w': [0.01]}
49 46 {'t': [79], 'w': [0.1]}
49 38 {'t': [83], 'w': [0.15686579648685975]}
50 12 {'t': [9], 'w': [0.001]}
50 1 {'t': [16], 'w': [0.1]}
50 55 {'t': [21], 'w': [0.08422378910130598]}
50 45 {'t': [60], 'w': [0.001]}
50 40 {'t': [62], 'w': [0.08988585922637919]}
50 47 {'t': [62], 'w': [0.001]}
50 38 {'t': [71], 'w': [0.01]}
50 16 {'t': [79], 'w': [0.001]}
50 10 {'t': [87], 'w': [0.1225329943092384]}
51 46 {'t': [10], 'w': [0.001]}
51 15 {'t': [30], 'w': [0.001]}
51 2 {'t': [31], 'w': [0.06303824089233184]}
51 23 {'t': [39], 'w': [0.001]}
51 14 {'t': [49, 79], 'w': [0.01, 0.01]}
51 0 {'t': [58], 'w': [0.001]}
51 48 {'t': [59], 'w': [0.1]}
51 20 {'t': [66], 'w': [0.001]}
52 29 {'t': [18], 'w': [0.057292154402262464]}
52 1 {'t': [21], 'w': [0.001]}
52 2 {'t': [44], 'w': [0.001]}
52 48 {'t': [60], 'w': [0.12094704921856778]}
53 30 {'t': [19], 'w': [0.01]}
53 45 {'t': [29], 'w': [0.001]}
53 9 {'t': [32], 'w': [0.001]}
53 37 {'t': [39], 'w': [0.1]}
53 22 {'t': [56], 'w': [0.11357340720221606]}
53 41 {'t': [67], 'w': [0.16789013072327666]}
53 38 {'t': [80], 'w': [0.1]}
53 46 {'t': [83], 'w': [0.001]}
53 13 {'t': [85], 'w': [0.01]}
53 34 {'t': [87], 'w': [0.001]}
54 28 {'t': [16], 'w': [0.1]}
54 11 {'t': [45], 'w': [0.19465672961536032]}
54 53 {'t': [56], 'w': [0.01]}
54 24 {'t': [60], 'w': [0.01]}
54 26 {'t': [70], 'w': [0.001]}
54 2 {'t': [89], 'w': [0.10781455895859121]}
55 33 {'t': [34], 'w': [0.1]}
55 26 {'t': [37], 'w': [0.01]}
55 40 {'t': [40], 'w': [0.1]}
55 4 {'t': [41], 'w': [0.01]}
55 49 {'t': [55], 'w': [0.11484899606364328]}
55 22 {'t': [57], 'w': [0.001]}
55 10 {'t': [68], 'w': [0.1]}
