0 1 {'t': [0], 'w': [0.01]}
12 31 {'t': [46], 'w': [0.001]}
13 3 {'t': [1], 'w': [0.01]}
13 1 {'t': [2], 'w': [0.01]}
13 35 {'t': [4], 'w': [0.1]}
13 28 {'t': [17], 'w': [0.001]}
13 12 {'t': [20], 'w': [0.1]}
13 40 {'t': [32], 'w': [0.01]}
13 25 {'t': [39], 'w': [0.162215628090999]}
13 52 {'t': [50], 'w': [0.1]}
13 8 {'t': [56], 'w': [0.001]}
14 10 {'t': [1], 'w': [0.016337644656228733]}
14 25 {'t': [5], 'w': [0.03442136498516321]}
14 6 {'t': [7], 'w': [0.001]}
14 30 {'t': [15, 60], 'w': [0.001, 0.001]}
14 26 {'t': [21, 28, 37], 'w': [0.01, 0.01, 0.01]}
14 42 {'t': [27], 'w': [0.1]}
14 19 {'t': [46], 'w': [0.11962534360471035]}
15 16 {'t': [1], 'w': [0.001]}
15 52 {'t': [10], 'w': [0.01]}
15 33 {'t': [20], 'w': [0.1]}
15 22 {'t': [24], 'w': [0.1831017819389912]}
15 45 {'t': [31], 'w': [0.001]}
15 14 {'t': [34], 'w': [0.01]}
15 31 {'t': [35], 'w': [0.1]}
15 34 {'t': [37], 'w': [0.1]}
15 17 {'t': [44], 'w': [0.001]}
15 37 {'t': [47], 'w': [0.001]}
15 3 {'t': [50], 'w': [0.01]}
15 35 {'t': [55], 'w': [0.001]}
16 49 {'t': [7], 'w': [0.1]}
16 42 {'t': [19], 'w': [0.10923694779116466]}
16 38 {'t': [21], 'w': [0.01]}
16 52 {'t': [27], 'w': [0.01]}
16 26 {'t': [27, 46], 'w': [0.01, 0.01]}
16 27 {'t': [31], 'w': [0.1]}
16 20 {'t': [40], 'w': [0.001]}
16 40 {'t': [57], 'w': [0.01]}
17 1 {'t': [1], 'w': [0.01]}
17 18 {'t': [1], 'w': [0.01]}
17 19 {'t': [1], 'w': [0.1]}
17 27 {'t': [2], 'w': [0.001]}
17 16 {'t': [5], 'w': [0.001]}
17 53 {'t': [11], 'w': [0.1]}
17 24 {'t': [12], 'w': [0.1]}
17 30 {'t': [13], 'w': [0.07809917355371902]}
17 56 {'t': [32], 'w': [0.1]}
17 20 {'t': [33], 'w': [0.1]}
17 10 {'t': [33], 'w': [0.001]}
17 25 {'t': [36], 'w': [0.01]}
18 16 {'t': [8], 'w': [0.01]}
18 24 {'t': [22], 'w': [0.01]}
18 3 {'t': [25, 30], 'w': [0.01, 0.01]}
18 41 {'t': [42], 'w': [0.1]}
18 0 {'t': [54], 'w': [0.001]}
18 22 {'t': [56], 'w': [0.2797493204469948]}
19 5 {'t': [16], 'w': [0.01]}
19 24 {'t': [18], 'w': [0.01]}
19 48 {'t': [24], 'w': [0.01]}
19 53 {'t': [26], 'w': [0.1]}
19 40 {'t': [31], 'w': [0.01]}
20 50 {'t': [9, 34], 'w': [0.01, 0.01]}
20 5 {'t': [11], 'w': [0.07825004446025255]}
20 57 {'t': [14], 'w': [0.1]}
20 17 {'t': [14], 'w': [0.01]}
20 46 {'t': [34], 'w': [0.01]}
20 49 {'t': [37], 'w': [0.001]}
20 1 {'t': [57], 'w': [0.22889560337917]}
21 22 {'t': [2], 'w': [0.1]}
21 31 {'t': [10], 'w': [0.01]}
21 33 {'t': [46], 'w': [0.1]}
21 16 {'t': [52], 'w': [0.001]}
21 34 {'t': [53], 'w': [0.01]}
22 45 {'t': [6], 'w': [0.01]}
22 38 {'t': [16], 'w': [0.11233480176211454]}
22 31 {'t': [39], 'w': [0.001]}
22 58 {'t': [40], 'w': [0.01]}
23 24 {'t': [2], 'w': [0.1]}
23 16 {'t': [6], 'w': [0.01]}
23 11 {'t': [6], 'w': [0.01]}
23 19 {'t': [11], 'w': [0.01]}
23 0 {'t': [14], 'w': [0.01]}
23 6 {'t': [15], 'w': [0.1]}
23 55 {'t': [25], 'w': [0.001]}
23 51 {'t': [56], 'w': [0.01]}
24 34 {'t': [17], 'w': [0.01]}
24 23 {'t': [20], 'w': [0.1]}
24 25 {'t': [29], 'w': [0.001]}
24 38 {'t': [52], 'w': [0.23014474512271868]}
24 40 {'t': [57], 'w': [0.001]}
24 47 {'t': [57], 'w': [0.01]}
25 26 {'t': [2], 'w': [0.001]}
25 12 {'t': [4], 'w': [0.01]}
25 2 {'t': [10], 'w': [0.08455093137594351]}
25 47 {'t': [17], 'w': [0.1]}
25 52 {'t': [20], 'w': [0.01]}
25 51 {'t': [26], 'w': [0.14922334050846472]}
25 16 {'t': [28], 'w': [0.10948727317013762]}
25 58 {'t': [55], 'w': [0.1391828280926379]}
25 37 {'t': [60], 'w': [0.1]}
26 34 {'t': [5], 'w': [0.1]}
26 48 {'t': [6], 'w': [0.05889669300556044]}
26 55 {'t': [12], 'w': [0.07821383231219299]}
26 56 {'t': [44], 'w': [0.23865279977959916]}
26 47 {'t': [52], 'w': [0.1]}
27 24 {'t': [7], 'w': [0.1]}
27 46 {'t': [23], 'w': [0.1]}
27 55 {'t': [40], 'w': [0.1]}
27 44 {'t': [46], 'w': [0.33613044722036806]}
27 54 {'t': [57], 'w': [0.1]}
28 3 {'t': [3, 49], 'w': [0.1, 0.1]}
28 48 {'t': [12], 'w': [0.10367281240854552]}
28 50 {'t': [25], 'w': [0.01]}
28 43 {'t': [27], 'w': [0.01]}
28 54 {'t': [34], 'w': [0.13381086306908072]}
28 13 {'t': [58], 'w': [0.001]}
29 16 {'t': [3, 24], 'w': [0.11760646287500508, 0.11760646287500508]}
29 18 {'t': [14], 'w': [0.001]}
29 52 {'t': [15], 'w': [0.1]}
29 20 {'t': [20], 'w': [0.001]}
29 21 {'t': [26], 'w': [0.2534584980237154]}
29 46 {'t': [30], 'w': [0.1]}
30 19 {'t': [10], 'w': [0.001]}
30 46 {'t': [21], 'w': [0.01]}
30 24 {'t': [36], 'w': [0.1]}
30 11 {'t': [38], 'w': [0.001]}
30 2 {'t': [48], 'w': [0.1]}
31 32 {'t': [4], 'w': [0.1]}
31 8 {'t': [7], 'w': [0.001]}
31 26 {'t': [8], 'w': [0.1]}
31 1 {'t': [21], 'w': [0.13566010976136153]}
31 54 {'t': [24], 'w': [0.1]}
31 5 {'t': [26], 'w': [0.15205406366708163]}
31 19 {'t': [28], 'w': [0.01]}
31 47 {'t': [31, 34], 'w': [0.01, 0.01]}
31 25 {'t': [38], 'w': [0.001]}
31 29 {'t': [58], 'w': [0.001]}
32 37 {'t': [34], 'w': [0.1]}
32 26 {'t': [44], 'w': [0.001]}
32 30 {'t': [47], 'w': [0.01]}
32 50 {'t': [57], 'w': [0.10842704834233968]}
33 24 {'t': [4], 'w': [0.001]}
33 26 {'t': [7], 'w': [0.01]}
33 25 {'t': [14], 'w': [0.1]}
33 27 {'t': [20], 'w': [0.1]}
33 57 {'t': [30], 'w': [0.01]}
33 43 {'t': [32], 'w': [0.001]}
33 48 {'t': [35], 'w': [0.001]}
33 46 {'t': [37], 'w': [0.1]}
33 18 {'t': [52], 'w': [0.01]}
33 28 {'t': [58, 59], 'w': [0.3896777574011003, 0.3896777574011003]}
33 56 {'t': [58], 'w': [0.01]}
34 32 {'t': [4], 'w': [0.01]}
34 50 {'t': [7], 'w': [0.01]}
34 51 {'t': [9], 'w': [0.001]}
34 6 {'t': [14], 'w': [0.05942243613476491]}
34 1 {'t': [19], 'w': [0.1]}
34 13 {'t': [24], 'w': [0.001]}
34 18 {'t': [30], 'w': [0.001]}
34 12 {'t': [31], 'w': [0.001]}
34 49 {'t': [44], 'w': [0.001]}
35 29 {'t': [26], 'w': [0.1]}
35 50 {'t': [39], 'w': [0.001]}
35 6 {'t': [44], 'w': [0.1]}
35 39 {'t': [49], 'w': [0.001]}
35 14 {'t': [51], 'w': [0.01]}
35 16 {'t': [53], 'w': [0.14906832298136644]}
36 14 {'t': [4], 'w': [0.023871704888598723]}
36 19 {'t': [10], 'w': [0.01]}
36 34 {'t': [35], 'w': [0.15590693926880853]}
36 55 {'t': [50], 'w': [0.1998675277363802]}
36 13 {'t': [57], 'w': [0.01]}
37 5 {'t': [4], 'w': [0.001]}
37 30 {'t': [24], 'w': [0.12525826446280994]}
37 17 {'t': [26], 'w': [0.01]}
37 33 {'t': [56], 'w': [0.1]}
38 0 {'t': [4], 'w': [0.01]}
38 24 {'t': [4], 'w': [0.1]}
38 17 {'t': [21], 'w': [0.11051388958657757]}
38 20 {'t': [27], 'w': [0.01]}
38 50 {'t': [27], 'w': [0.07688038557032276]}
38 42 {'t': [28], 'w': [0.14441767068273095]}
38 3 {'t': [30], 'w': [0.0865363968219884]}
38 5 {'t': [46], 'w': [0.1]}
38 9 {'t': [59], 'w': [0.4566658482690891]}
39 34 {'t': [4], 'w': [0.029459160036257447]}
39 0 {'t': [6], 'w': [0.05530745448299554]}
39 9 {'t': [14], 'w': [0.01]}
39 54 {'t': [38], 'w': [0.1]}
39 44 {'t': [42], 'w': [0.1]}
39 6 {'t': [50, 57], 'w': [0.1, 0.1]}
39 57 {'t': [57], 'w': [0.01]}
40 41 {'t': [5], 'w': [0.08016586040082933]}
40 31 {'t': [11], 'w': [0.1]}
40 22 {'t': [14], 'w': [0.1]}
40 26 {'t': [15], 'w': [0.05250448888613709]}
40 49 {'t': [16], 'w': [0.1028225806451613]}
40 15 {'t': [58], 'w': [0.001]}
40 11 {'t': [60], 'w': [0.1]}
41 36 {'t': [23], 'w': [0.1571247244304897]}
41 40 {'t': [30], 'w': [0.01]}
41 7 {'t': [31], 'w': [0.001]}
41 50 {'t': [35], 'w': [0.1]}
41 15 {'t': [40], 'w': [0.01]}
41 38 {'t': [41], 'w': [0.001]}
42 24 {'t': [5], 'w': [0.03671467004272829]}
42 27 {'t': [7], 'w': [0.01]}
42 41 {'t': [18], 'w': [0.2254088919603778]}
42 33 {'t': [20], 'w': [0.09755312298776563]}
42 48 {'t': [34], 'w': [0.001]}
42 54 {'t': [45], 'w': [0.01]}
42 36 {'t': [49], 'w': [0.01]}
43 44 {'t': [6], 'w': [0.001]}
43 28 {'t': [18], 'w': [0.1025412627718103]}
43 10 {'t': [25], 'w': [0.16991150442477876]}
43 30 {'t': [27], 'w': [0.01]}
43 12 {'t': [29], 'w': [0.16583548639067472]}
43 2 {'t': [32], 'w': [0.1]}
43 46 {'t': [42], 'w': [0.001]}
43 1 {'t': [50], 'w': [0.22328420792995007]}
43 17 {'t': [50], 'w': [0.1]}
43 42 {'t': [51], 'w': [0.001]}
43 21 {'t': [52], 'w': [0.1]}
43 19 {'t': [59], 'w': [0.01]}
44 19 {'t': [13, 32], 'w': [0.001, 0.001]}
44 50 {'t': [15], 'w': [0.1]}
44 18 {'t': [23], 'w': [0.01]}
44 58 {'t': [27, 35], 'w': [0.21570325739032195, 0.21570325739032195]}
44 33 {'t': [31], 'w': [0.001]}
44 27 {'t': [36], 'w': [0.001]}
44 16 {'t': [41], 'w': [0.01]}
44 35 {'t': [43], 'w': [0.01]}
44 46 {'t': [51], 'w': [0.14122211445198837]}
44 3 {'t': [55], 'w': [0.01]}
45 46 {'t': [25], 'w': [0.1]}
45 9 {'t': [30], 'w': [0.1]}
45 5 {'t': [52], 'w': [0.01]}
46 47 {'t': [6], 'w': [0.001]}
46 49 {'t': [15], 'w': [0.001]}
46 6 {'t': [44], 'w': [0.001]}
47 14 {'t': [13], 'w': [0.01]}
47 56 {'t': [21], 'w': [0.001]}
47 2 {'t': [23], 'w': [0.1]}
47 41 {'t': [27], 'w': [0.1]}
47 54 {'t': [28], 'w': [0.1]}
47 43 {'t': [36], 'w': [0.1]}
47 17 {'t': [42], 'w': [0.01]}
47 58 {'t': [47], 'w': [0.01]}
48 19 {'t': [53], 'w': [0.001]}
49 12 {'t': [9], 'w': [0.001]}
49 54 {'t': [13], 'w': [0.06644401476533664]}
49 23 {'t': [21], 'w': [0.1]}
49 13 {'t': [23], 'w': [0.001]}
49 17 {'t': [28], 'w': [0.13547998191590896]}
49 15 {'t': [35], 'w': [0.1]}
49 30 {'t': [38], 'w': [0.001]}
50 39 {'t': [46], 'w': [0.22262220538082603]}
50 20 {'t': [57], 'w': [0.2452593326726131]}
51 8 {'t': [12], 'w': [0.1]}
51 40 {'t': [16], 'w': [0.001]}
51 23 {'t': [18], 'w': [0.001]}
51 4 {'t': [19], 'w': [0.1]}
51 47 {'t': [37, 47], 'w': [0.001, 0.001]}
51 32 {'t': [38], 'w': [0.01]}
51 58 {'t': [38], 'w': [0.1]}
51 50 {'t': [47], 'w': [0.001]}
51 53 {'t': [49], 'w': [0.001]}
51 35 {'t': [54], 'w': [0.2076056338028169]}
52 21 {'t': [12, 16], 'w': [0.316403162055336, 0.316403162055336]}
52 23 {'t': [12], 'w': [0.01]}
52 1 {'t': [14, 21], 'w': [0.1, 0.1]}
52 8 {'t': [15], 'w': [0.1]}
52 33 {'t': [22], 'w': [0.1]}
52 40 {'t': [23], 'w': [0.11644140799049457]}
52 31 {'t': [38], 'w': [0.1]}
52 12 {'t': [52], 'w': [0.001]}
52 19 {'t': [54], 'w': [0.12505514643499507]}
53 2 {'t': [12], 'w': [0.09812339865660274]}
53 37 {'t': [12], 'w': [0.08276869158878505]}
53 28 {'t': [20], 'w': [0.001]}
53 54 {'t': [27], 'w': [0.01]}
53 57 {'t': [29], 'w': [0.16418798334324805]}
54 33 {'t': [12], 'w': [0.06517339711158128]}
54 32 {'t': [25], 'w': [0.1]}
54 16 {'t': [35], 'w': [0.1]}
54 14 {'t': [40], 'w': [0.01]}
54 34 {'t': [49], 'w': [0.1]}
54 25 {'t': [57], 'w': [0.1]}
54 47 {'t': [58], 'w': [0.13054931160438324]}
55 16 {'t': [25], 'w': [0.1]}
55 48 {'t': [31], 'w': [0.21071115013169447]}
55 58 {'t': [45], 'w': [0.001]}
56 23 {'t': [14], 'w': [0.01]}
56 14 {'t': [16], 'w': [0.001]}
56 27 {'t': [21, 51], 'w': [0.01, 0.01]}
56 36 {'t': [24, 49], 'w': [0.01, 0.01]}
56 5 {'t': [43], 'w': [0.001]}
56 49 {'t': [48], 'w': [0.2060483870967742]}
56 19 {'t': [58], 'w': [0.001]}
57 37 {'t': [16], 'w': [0.10426401869158879]}
57 47 {'t': [19], 'w': [0.01]}
57 56 {'t': [21], 'w': [0.15152558716165027]}
57 18 {'t': [24], 'w': [0.1]}
57 38 {'t': [37], 'w': [0.01]}
57 14 {'t': [38], 'w': [0.001]}
57 52 {'t': [51], 'w': [0.24378809188935768]}
58 23 {'t': [18], 'w': [0.01]}
58 39 {'t': [58], 'w': [0.01]}
58 18 {'t': [59], 'w': [0.01]}
