0 1 {'t': [0], 'w': [0.001]}
6 69 {'t': [40], 'w': [0.0979863230874802]}
6 10 {'t': [42], 'w': [0.1]}
6 50 {'t': [42], 'w': [0.001]}
6 39 {'t': [45], 'w': [0.1]}
6 30 {'t': [48], 'w': [0.01]}
6 67 {'t': [69], 'w': [0.1]}
7 34 {'t': [3, 40], 'w': [0.001, 0.001]}
7 45 {'t': [4], 'w': [0.019668647888132763]}
7 69 {'t': [10], 'w': [0.1]}
7 61 {'t': [13], 'w': [0.001]}
7 1 {'t': [21, 52], 'w': [0.01, 0.01]}
7 63 {'t': [28], 'w': [0.01]}
7 30 {'t': [28], 'w': [0.001]}
7 14 {'t': [37], 'w': [0.001]}
7 3 {'t': [49], 'w': [0.1]}
8 5 {'t': [0], 'w': [0.001]}
8 30 {'t': [20], 'w': [0.001]}
8 33 {'t': [22], 'w': [0.1]}
8 16 {'t': [27, 39], 'w': [0.1, 0.1]}
8 64 {'t': [33], 'w': [0.001]}
8 47 {'t': [34], 'w': [0.1]}
8 22 {'t': [35], 'w': [0.001]}
8 28 {'t': [38], 'w': [0.001]}
8 14 {'t': [43], 'w': [0.001]}
8 56 {'t': [51], 'w': [0.13599511812396478]}
8 20 {'t': [59], 'w': [0.01]}
8 52 {'t': [63], 'w': [0.1]}
9 10 {'t': [1], 'w': [0.1]}
9 44 {'t': [4], 'w': [0.1]}
9 45 {'t': [5], 'w': [0.1]}
9 54 {'t': [6], 'w': [0.01]}
9 57 {'t': [6], 'w': [0.001]}
9 73 {'t': [12, 24], 'w': [0.1, 0.1]}
9 74 {'t': [13, 18], 'w': [0.001, 0.001]}
9 4 {'t': [14], 'w': [0.001]}
9 22 {'t': [15], 'w': [0.01]}
9 61 {'t': [27], 'w': [0.001]}
9 42 {'t': [43], 'w': [0.01]}
9 0 {'t': [48], 'w': [0.1]}
9 24 {'t': [51], 'w': [0.001]}
9 3 {'t': [55], 'w': [0.01]}
9 47 {'t': [56], 'w': [0.10366075440210532]}
9 67 {'t': [57], 'w': [0.1]}
9 76 {'t': [62], 'w': [0.1]}
10 11 {'t': [5], 'w': [0.001]}
10 4 {'t': [26], 'w': [0.13101265822784808]}
10 22 {'t': [28], 'w': [0.01]}
10 67 {'t': [40], 'w': [0.07967445261092085]}
10 23 {'t': [44], 'w': [0.01]}
10 44 {'t': [44, 59], 'w': [0.19410879290880967, 0.19410879290880967]}
10 56 {'t': [45], 'w': [0.01]}
10 65 {'t': [46], 'w': [0.08652430044182621]}
10 18 {'t': [47], 'w': [0.001]}
10 34 {'t': [59], 'w': [0.2381413359148112]}
10 55 {'t': [60], 'w': [0.1]}
10 54 {'t': [61], 'w': [0.06314770962238689]}
11 12 {'t': [1], 'w': [0.001]}
11 24 {'t': [9], 'w': [0.001]}
11 30 {'t': [33], 'w': [0.001]}
11 65 {'t': [43], 'w': [0.01]}
11 29 {'t': [56], 'w': [0.001]}
11 16 {'t': [60], 'w': [0.16817562968005448]}
12 15 {'t': [10], 'w': [0.01]}
12 57 {'t': [11], 'w': [0.1]}
12 44 {'t': [12], 'w': [0.001]}
12 61 {'t': [17], 'w': [0.09462438528065117]}
12 73 {'t': [22], 'w': [0.06877057212492776]}
12 76 {'t': [27], 'w': [0.09046336970384015]}
12 25 {'t': [34], 'w': [0.10499018783291282]}
12 49 {'t': [43], 'w': [0.1101742551995503]}
12 66 {'t': [52, 61], 'w': [0.1, 0.1]}
12 9 {'t': [58], 'w': [0.01]}
12 51 {'t': [58], 'w': [0.1]}
12 69 {'t': [60], 'w': [0.1]}
12 8 {'t': [65], 'w': [0.001]}
13 14 {'t': [1], 'w': [0.1]}
13 15 {'t': [1], 'w': [0.008298263292039594]}
13 44 {'t': [9, 38], 'w': [0.01, 0.01]}
13 69 {'t': [10], 'w': [0.1]}
13 65 {'t': [20], 'w': [0.04924036896364623]}
13 1 {'t': [37], 'w': [0.001]}
13 23 {'t': [43], 'w': [0.01]}
13 30 {'t': [48], 'w': [0.01]}
13 34 {'t': [56], 'w': [0.1]}
14 44 {'t': [4], 'w': [0.01]}
14 43 {'t': [10], 'w': [0.001]}
14 31 {'t': [13], 'w': [0.01]}
14 70 {'t': [34], 'w': [0.07120719487384253]}
14 65 {'t': [37], 'w': [0.01]}
14 74 {'t': [58], 'w': [0.001]}
14 21 {'t': [67], 'w': [0.01]}
15 38 {'t': [3], 'w': [0.01]}
15 41 {'t': [8], 'w': [0.001]}
15 17 {'t': [13], 'w': [0.01]}
15 27 {'t': [13], 'w': [0.041916167664670656]}
15 64 {'t': [16], 'w': [0.04420268752340142]}
15 0 {'t': [26], 'w': [0.01]}
15 68 {'t': [27], 'w': [0.1]}
15 43 {'t': [47, 53], 'w': [0.18660865361372975, 0.18660865361372975]}
15 2 {'t': [50], 'w': [0.13753148614609573]}
15 59 {'t': [52], 'w': [0.01]}
15 44 {'t': [52], 'w': [0.0986118660367103]}
15 23 {'t': [56], 'w': [0.1]}
15 54 {'t': [60], 'w': [0.1]}
15 25 {'t': [63], 'w': [0.001]}
15 36 {'t': [64], 'w': [0.1]}
15 12 {'t': [66], 'w': [0.01]}
16 45 {'t': [22], 'w': [0.001]}
16 18 {'t': [24, 26], 'w': [0.20500441966410554, 0.20500441966410554]}
16 19 {'t': [26], 'w': [0.11144210752996912]}
16 13 {'t': [28], 'w': [0.001]}
16 71 {'t': [33], 'w': [0.1]}
16 48 {'t': [38], 'w': [0.01]}
16 27 {'t': [39, 57], 'w': [0.1, 0.1]}
16 52 {'t': [42], 'w': [0.1]}
16 2 {'t': [47], 'w': [0.001]}
16 74 {'t': [63], 'w': [0.01]}
17 18 {'t': [1], 'w': [0.01]}
17 31 {'t': [2], 'w': [0.1]}
17 64 {'t': [7, 50], 'w': [0.1, 0.1]}
17 34 {'t': [8], 'w': [0.01]}
17 7 {'t': [12], 'w': [0.001]}
17 55 {'t': [22, 40], 'w': [0.1, 0.1]}
17 12 {'t': [31], 'w': [0.07880891078025301]}
17 35 {'t': [45], 'w': [0.01]}
17 13 {'t': [45], 'w': [0.1]}
17 68 {'t': [48], 'w': [0.001]}
17 72 {'t': [50], 'w': [0.01]}
17 10 {'t': [64], 'w': [0.13589465109964702]}
18 19 {'t': [2], 'w': [0.001]}
18 17 {'t': [3], 'w': [0.1]}
18 3 {'t': [6], 'w': [0.001]}
18 60 {'t': [7], 'w': [0.03972282951050505]}
18 39 {'t': [12], 'w': [0.001]}
18 74 {'t': [15], 'w': [0.01]}
18 31 {'t': [29], 'w': [0.01]}
18 32 {'t': [34], 'w': [0.01]}
18 11 {'t': [34], 'w': [0.1]}
18 38 {'t': [34], 'w': [0.001]}
18 15 {'t': [35], 'w': [0.01]}
18 50 {'t': [40], 'w': [0.01]}
18 43 {'t': [46], 'w': [0.01]}
18 73 {'t': [49], 'w': [0.1]}
18 47 {'t': [51], 'w': [0.1001305119921265]}
18 33 {'t': [55], 'w': [0.01]}
18 75 {'t': [64], 'w': [0.01]}
18 30 {'t': [65], 'w': [0.01]}
19 20 {'t': [1], 'w': [0.1]}
19 40 {'t': [6], 'w': [0.001]}
19 3 {'t': [9], 'w': [0.01]}
19 50 {'t': [13], 'w': [0.001]}
19 55 {'t': [15], 'w': [0.001]}
19 54 {'t': [16], 'w': [0.01]}
19 73 {'t': [32], 'w': [0.001]}
19 46 {'t': [35, 50], 'w': [0.001, 0.001]}
19 70 {'t': [51], 'w': [0.0889852261707832]}
19 48 {'t': [51], 'w': [0.12273800157356413]}
19 63 {'t': [58], 'w': [0.12363976064837022]}
19 49 {'t': [60], 'w': [0.01]}
19 30 {'t': [63], 'w': [0.001]}
19 11 {'t': [67], 'w': [0.01]}
19 12 {'t': [70], 'w': [0.001]}
20 27 {'t': [2], 'w': [0.001]}
20 14 {'t': [52], 'w': [0.1]}
20 54 {'t': [53], 'w': [0.06049957986402872]}
20 47 {'t': [53], 'w': [0.10167098140738998]}
20 32 {'t': [60], 'w': [0.1272076618093816]}
20 9 {'t': [60], 'w': [0.01]}
20 46 {'t': [69], 'w': [0.001]}
21 22 {'t': [2], 'w': [0.001]}
21 7 {'t': [6], 'w': [0.001]}
21 11 {'t': [14], 'w': [0.03463384481128645]}
21 75 {'t': [16], 'w': [0.001]}
21 58 {'t': [20], 'w': [0.1]}
21 56 {'t': [34], 'w': [0.10882515328509576]}
21 41 {'t': [38], 'w': [0.01]}
21 45 {'t': [48], 'w': [0.1]}
21 0 {'t': [51], 'w': [0.01]}
21 55 {'t': [51], 'w': [0.01]}
21 53 {'t': [63], 'w': [0.1]}
22 20 {'t': [3, 54], 'w': [0.001, 0.001]}
22 31 {'t': [10], 'w': [0.01]}
22 18 {'t': [12], 'w': [0.1]}
22 33 {'t': [12], 'w': [0.01]}
22 16 {'t': [27], 'w': [0.10864533696392104]}
22 0 {'t': [31], 'w': [0.1]}
22 26 {'t': [31], 'w': [0.001]}
22 39 {'t': [38], 'w': [0.10082831325301203]}
22 29 {'t': [46], 'w': [0.001]}
22 15 {'t': [59], 'w': [0.1]}
22 21 {'t': [66], 'w': [0.1]}
22 54 {'t': [66], 'w': [0.01]}
22 11 {'t': [67], 'w': [0.01]}
22 66 {'t': [67], 'w': [0.09145598953126988]}
23 16 {'t': [2], 'w': [0.014193328795098718]}
23 24 {'t': [2], 'w': [0.013434711169818625]}
23 41 {'t': [19], 'w': [0.1]}
23 21 {'t': [27], 'w': [0.1]}
23 66 {'t': [31, 67], 'w': [0.01, 0.01]}
23 48 {'t': [32], 'w': [0.001]}
23 26 {'t': [40], 'w': [0.12064796200798297]}
23 70 {'t': [44], 'w': [0.001]}
23 51 {'t': [45], 'w': [0.001]}
23 19 {'t': [61], 'w': [0.01]}
23 65 {'t': [64], 'w': [0.01]}
24 14 {'t': [6], 'w': [0.036849288360304155]}
24 22 {'t': [13], 'w': [0.056061317065540434]}
24 51 {'t': [50], 'w': [0.1]}
24 54 {'t': [51, 59, 69], 'w': [0.001, 0.001, 0.001]}
24 29 {'t': [52], 'w': [0.01]}
24 65 {'t': [56], 'w': [0.01]}
24 3 {'t': [63], 'w': [0.1]}
24 11 {'t': [67], 'w': [0.09148425569049522]}
25 26 {'t': [2], 'w': [0.001]}
25 46 {'t': [11], 'w': [0.1]}
25 38 {'t': [15], 'w': [0.001]}
25 13 {'t': [30], 'w': [0.001]}
25 5 {'t': [42], 'w': [0.1349030295347953]}
25 52 {'t': [50], 'w': [0.10688622754491019]}
25 54 {'t': [52], 'w': [0.01]}
25 63 {'t': [64], 'w': [0.001]}
26 30 {'t': [9], 'w': [0.01881896723788885]}
26 43 {'t': [10], 'w': [0.01]}
26 76 {'t': [15], 'w': [0.1]}
26 74 {'t': [19], 'w': [0.1]}
26 63 {'t': [31], 'w': [0.1]}
26 3 {'t': [33], 'w': [0.001]}
26 59 {'t': [41], 'w': [0.1276983885679538]}
26 17 {'t': [42], 'w': [0.08888935290555637]}
26 38 {'t': [42], 'w': [0.01]}
26 44 {'t': [47], 'w': [0.09432621148137309]}
26 5 {'t': [54], 'w': [0.1]}
26 51 {'t': [55], 'w': [0.001]}
27 8 {'t': [12], 'w': [0.001]}
27 66 {'t': [31], 'w': [0.06397557296305048]}
27 21 {'t': [37], 'w': [0.001]}
27 26 {'t': [43], 'w': [0.01]}
27 7 {'t': [63], 'w': [0.01]}
28 29 {'t': [2], 'w': [0.001]}
28 42 {'t': [16], 'w': [0.01]}
28 1 {'t': [20], 'w': [0.001]}
28 16 {'t': [31], 'w': [0.1]}
28 48 {'t': [41], 'w': [0.01]}
28 59 {'t': [46], 'w': [0.01]}
28 33 {'t': [47], 'w': [0.1352720731524509]}
28 24 {'t': [47], 'w': [0.1]}
28 41 {'t': [51], 'w': [0.001]}
28 69 {'t': [55], 'w': [0.1]}
28 43 {'t': [55], 'w': [0.1]}
28 66 {'t': [57], 'w': [0.1]}
28 67 {'t': [59], 'w': [0.1]}
28 39 {'t': [66], 'w': [0.001]}
29 9 {'t': [8], 'w': [0.001]}
29 4 {'t': [10], 'w': [0.06080168776371308]}
29 68 {'t': [15], 'w': [0.04064106440882975]}
29 46 {'t': [22], 'w': [0.0658629319472519]}
29 39 {'t': [24], 'w': [0.1]}
29 60 {'t': [36], 'w': [0.001]}
29 11 {'t': [36], 'w': [0.07063122681986764]}
29 22 {'t': [36], 'w': [0.1]}
29 37 {'t': [53], 'w': [0.1]}
29 67 {'t': [63], 'w': [0.1]}
29 25 {'t': [64], 'w': [0.1]}
29 34 {'t': [64], 'w': [0.24225556631171344]}
30 31 {'t': [2], 'w': [0.009366366433817755]}
30 63 {'t': [7], 'w': [0.01]}
30 18 {'t': [9], 'w': [0.044876589379207174]}
30 48 {'t': [14], 'w': [0.001]}
30 43 {'t': [18], 'w': [0.01]}
30 40 {'t': [19, 49], 'w': [0.1506172311247085, 0.1506172311247085]}
30 57 {'t': [23], 'w': [0.001]}
30 47 {'t': [28], 'w': [0.01]}
30 42 {'t': [35], 'w': [0.01]}
30 19 {'t': [44], 'w': [0.001]}
30 26 {'t': [46], 'w': [0.001]}
30 38 {'t': [52], 'w': [0.14454250168535884]}
30 64 {'t': [56], 'w': [0.001]}
30 6 {'t': [65], 'w': [0.001]}
30 69 {'t': [67], 'w': [0.001]}
31 12 {'t': [5], 'w': [0.001]}
31 63 {'t': [10], 'w': [0.1]}
31 50 {'t': [42], 'w': [0.001]}
31 57 {'t': [50], 'w': [0.001]}
32 33 {'t': [3], 'w': [0.001]}
32 61 {'t': [7, 20], 'w': [0.1, 0.1]}
32 23 {'t': [12], 'w': [0.01]}
32 59 {'t': [30], 'w': [0.001]}
32 69 {'t': [31], 'w': [0.01]}
32 24 {'t': [35], 'w': [0.001]}
32 44 {'t': [38], 'w': [0.001]}
32 49 {'t': [52], 'w': [0.001]}
32 72 {'t': [55], 'w': [0.001]}
32 5 {'t': [69], 'w': [0.001]}
33 43 {'t': [9], 'w': [0.001]}
33 9 {'t': [10], 'w': [0.1]}
33 65 {'t': [10], 'w': [0.1]}
33 54 {'t': [18], 'w': [0.1]}
33 15 {'t': [31], 'w': [0.1]}
33 32 {'t': [40], 'w': [0.1066114000308944]}
33 31 {'t': [47], 'w': [0.1]}
33 8 {'t': [48], 'w': [0.01]}
33 60 {'t': [50], 'w': [0.01]}
33 63 {'t': [50], 'w': [0.11717625672229656]}
33 39 {'t': [54], 'w': [0.001]}
33 17 {'t': [56], 'w': [0.01]}
34 2 {'t': [4], 'w': [0.020299303600533405]}
34 19 {'t': [6], 'w': [0.03391716316129496]}
34 59 {'t': [10], 'w': [0.001]}
34 70 {'t': [11], 'w': [0.001]}
34 29 {'t': [19, 59], 'w': [0.1, 0.1]}
34 3 {'t': [28], 'w': [0.08107372587827809]}
34 58 {'t': [29], 'w': [0.1]}
34 41 {'t': [36], 'w': [0.01]}
34 13 {'t': [44], 'w': [0.0977122134670487]}
34 17 {'t': [45], 'w': [0.1]}
34 12 {'t': [52], 'w': [0.10560841822456062]}
34 68 {'t': [54], 'w': [0.01]}
35 10 {'t': [3], 'w': [0.1]}
35 57 {'t': [6], 'w': [0.1]}
35 29 {'t': [9], 'w': [0.1]}
35 39 {'t': [16], 'w': [0.053338353413654616]}
35 54 {'t': [21], 'w': [0.01]}
35 41 {'t': [22], 'w': [0.06380994567878208]}
35 31 {'t': [27], 'w': [0.001]}
35 40 {'t': [28], 'w': [0.07010975374938493]}
35 61 {'t': [28], 'w': [0.01]}
35 36 {'t': [34], 'w': [0.01]}
35 11 {'t': [35], 'w': [0.1]}
35 56 {'t': [37], 'w': [0.001]}
35 47 {'t': [38], 'w': [0.001]}
36 37 {'t': [3], 'w': [0.01591007349762214]}
36 59 {'t': [8, 24], 'w': [0.01, 0.01]}
36 35 {'t': [13], 'w': [0.1]}
36 18 {'t': [14], 'w': [0.0647650778540831]}
36 74 {'t': [14], 'w': [0.01]}
36 45 {'t': [17], 'w': [0.01]}
36 21 {'t': [22], 'w': [0.1]}
36 39 {'t': [22], 'w': [0.001]}
36 43 {'t': [24], 'w': [0.01]}
36 25 {'t': [26], 'w': [0.01]}
36 72 {'t': [33], 'w': [0.132453197705876]}
36 27 {'t': [41], 'w': [0.001]}
36 64 {'t': [43], 'w': [0.01]}
36 28 {'t': [68], 'w': [0.17554192514114447]}
36 53 {'t': [69], 'w': [0.1]}
37 39 {'t': [4], 'w': [0.1]}
37 72 {'t': [25], 'w': [0.001]}
37 38 {'t': [26], 'w': [0.01]}
37 60 {'t': [28], 'w': [0.01]}
37 41 {'t': [41], 'w': [0.09791807521040728]}
37 23 {'t': [46], 'w': [0.001]}
37 9 {'t': [58], 'w': [0.1]}
37 70 {'t': [61], 'w': [0.001]}
37 13 {'t': [67], 'w': [0.001]}
38 7 {'t': [9], 'w': [0.1]}
38 67 {'t': [10], 'w': [0.02772540116211952]}
38 0 {'t': [12], 'w': [0.1]}
38 20 {'t': [18], 'w': [0.1]}
38 4 {'t': [19], 'w': [0.001]}
38 39 {'t': [30], 'w': [0.08637048192771084]}
38 42 {'t': [35], 'w': [0.01]}
38 51 {'t': [36], 'w': [0.1]}
38 50 {'t': [37], 'w': [0.001]}
38 43 {'t': [42], 'w': [0.01]}
38 71 {'t': [47], 'w': [0.1]}
39 58 {'t': [8], 'w': [0.001]}
39 63 {'t': [9], 'w': [0.1]}
39 17 {'t': [10, 54], 'w': [0.01, 0.01]}
39 13 {'t': [26], 'w': [0.001]}
39 53 {'t': [30], 'w': [0.001]}
39 5 {'t': [44], 'w': [0.1]}
39 1 {'t': [49], 'w': [0.001]}
39 10 {'t': [60], 'w': [0.1]}
39 33 {'t': [65], 'w': [0.001]}
39 65 {'t': [67], 'w': [0.01]}
40 39 {'t': [4, 19], 'w': [0.1, 0.1]}
40 42 {'t': [17], 'w': [0.001]}
40 46 {'t': [26], 'w': [0.1]}
40 57 {'t': [37], 'w': [0.10371886728079155]}
40 3 {'t': [51], 'w': [0.001]}
40 32 {'t': [56], 'w': [0.12473611039596313]}
41 9 {'t': [4], 'w': [0.1]}
41 30 {'t': [5], 'w': [0.01]}
41 1 {'t': [11], 'w': [0.01]}
41 50 {'t': [11], 'w': [0.01]}
41 21 {'t': [28], 'w': [0.01]}
41 24 {'t': [28], 'w': [0.01]}
41 47 {'t': [31], 'w': [0.1]}
41 62 {'t': [33], 'w': [0.01]}
41 10 {'t': [35], 'w': [0.1]}
41 36 {'t': [38], 'w': [0.01]}
41 64 {'t': [40], 'w': [0.01]}
41 71 {'t': [46], 'w': [0.01]}
41 75 {'t': [48], 'w': [0.1644888824718452]}
41 26 {'t': [62], 'w': [0.001]}
41 67 {'t': [65], 'w': [0.09650979335821756]}
41 11 {'t': [66], 'w': [0.01]}
42 43 {'t': [4], 'w': [0.01379824349367496]}
42 24 {'t': [19], 'w': [0.001]}
42 27 {'t': [19], 'w': [0.05707335329341317]}
42 70 {'t': [27], 'w': [0.06069248759340597]}
42 44 {'t': [35], 'w': [0.1]}
42 4 {'t': [41], 'w': [0.17721518987341772]}
42 31 {'t': [59], 'w': [0.01]}
42 55 {'t': [59], 'w': [0.1]}
43 40 {'t': [11], 'w': [0.01]}
43 2 {'t': [26], 'w': [0.0920136316491332]}
43 20 {'t': [30], 'w': [0.001]}
43 66 {'t': [38], 'w': [0.07300848766834481]}
43 65 {'t': [47], 'w': [0.1]}
43 35 {'t': [50], 'w': [0.01]}
43 19 {'t': [56], 'w': [0.1]}
43 27 {'t': [63], 'w': [0.001]}
44 31 {'t': [5], 'w': [0.001]}
44 40 {'t': [7], 'w': [0.001]}
44 49 {'t': [8], 'w': [0.001]}
44 22 {'t': [14], 'w': [0.01]}
44 32 {'t': [32], 'w': [0.09260594202152309]}
44 27 {'t': [32], 'w': [0.01]}
44 70 {'t': [45], 'w': [0.08396554674576465]}
44 28 {'t': [50], 'w': [0.001]}
44 2 {'t': [58], 'w': [0.1451177952289228]}
44 63 {'t': [63], 'w': [0.01]}
45 29 {'t': [14], 'w': [0.03841267920875931]}
45 70 {'t': [16, 60], 'w': [0.1, 0.1]}
45 41 {'t': [18], 'w': [0.1]}
45 56 {'t': [18, 48], 'w': [0.001, 0.001]}
45 55 {'t': [18], 'w': [0.05173787912331194]}
45 63 {'t': [21], 'w': [0.01]}
45 1 {'t': [48], 'w': [0.1]}
45 16 {'t': [52], 'w': [0.001]}
45 15 {'t': [59], 'w': [0.1]}
45 11 {'t': [68], 'w': [0.1]}
46 40 {'t': [4], 'w': [0.001]}
46 47 {'t': [4], 'w': [0.01]}
46 33 {'t': [17], 'w': [0.01]}
46 19 {'t': [21], 'w': [0.1]}
46 0 {'t': [24], 'w': [0.001]}
46 59 {'t': [33], 'w': [0.11164487686226818]}
46 14 {'t': [46], 'w': [0.01]}
46 28 {'t': [47], 'w': [0.001]}
46 50 {'t': [54], 'w': [0.001]}
46 43 {'t': [58], 'w': [0.1]}
46 70 {'t': [69], 'w': [0.01]}
47 39 {'t': [8], 'w': [0.030045180722891564]}
47 42 {'t': [10], 'w': [0.01]}
47 51 {'t': [17], 'w': [0.06741573033707865]}
47 40 {'t': [20], 'w': [0.05436340685907449]}
47 41 {'t': [32], 'w': [0.1]}
47 57 {'t': [34], 'w': [0.001]}
47 7 {'t': [40], 'w': [0.10688934204073205]}
47 45 {'t': [59], 'w': [0.1]}
47 75 {'t': [62], 'w': [0.17964914813745306]}
47 24 {'t': [67], 'w': [0.1]}
47 6 {'t': [68], 'w': [0.001]}
48 23 {'t': [4, 29], 'w': [0.01, 0.01]}
48 32 {'t': [24], 'w': [0.07530508212759385]}
48 4 {'t': [29], 'w': [0.001]}
48 52 {'t': [32], 'w': [0.08284200829111009]}
48 37 {'t': [36], 'w': [0.11197578901859058]}
48 44 {'t': [36], 'w': [0.001]}
48 71 {'t': [47, 63], 'w': [0.1, 0.1]}
48 62 {'t': [66], 'w': [0.1]}
49 50 {'t': [4], 'w': [0.1]}
49 36 {'t': [4, 21], 'w': [0.001, 0.001]}
49 62 {'t': [16], 'w': [0.1]}
49 43 {'t': [20, 68], 'w': [0.15264684554024657, 0.15264684554024657]}
49 37 {'t': [25, 36], 'w': [0.01, 0.01]}
49 27 {'t': [41], 'w': [0.001]}
49 66 {'t': [46], 'w': [0.1]}
49 29 {'t': [58], 'w': [0.001]}
49 19 {'t': [66], 'w': [0.18035316919101285]}
49 15 {'t': [67], 'w': [0.1]}
49 52 {'t': [69], 'w': [0.01]}
50 57 {'t': [13], 'w': [0.1]}
50 36 {'t': [14], 'w': [0.1]}
50 59 {'t': [17], 'w': [0.001]}
50 68 {'t': [21], 'w': [0.1]}
50 67 {'t': [22], 'w': [0.1]}
50 45 {'t': [24], 'w': [0.1]}
50 71 {'t': [68], 'w': [0.01]}
50 54 {'t': [68], 'w': [0.01]}
51 52 {'t': [4], 'w': [0.1]}
51 17 {'t': [42], 'w': [0.01]}
51 8 {'t': [42], 'w': [0.001]}
51 57 {'t': [48], 'w': [0.01]}
51 23 {'t': [52], 'w': [0.16593963273059875]}
51 30 {'t': [57], 'w': [0.001]}
51 40 {'t': [58], 'w': [0.1]}
51 69 {'t': [70], 'w': [0.001]}
52 10 {'t': [20, 59], 'w': [0.20257941895194137, 0.20257941895194137]}
52 18 {'t': [21], 'w': [0.001]}
52 1 {'t': [28], 'w': [0.001]}
52 40 {'t': [35], 'w': [0.01]}
52 64 {'t': [39], 'w': [0.08486916004493072]}
52 68 {'t': [58], 'w': [0.09871988710815441]}
52 73 {'t': [60], 'w': [0.01]}
52 33 {'t': [67], 'w': [0.15086193973916953]}
53 54 {'t': [5], 'w': [0.01]}
53 15 {'t': [7], 'w': [0.01]}
53 39 {'t': [11], 'w': [0.1]}
53 45 {'t': [12], 'w': [0.1]}
53 64 {'t': [17], 'w': [0.001]}
53 11 {'t': [24], 'w': [0.01]}
53 13 {'t': [31], 'w': [0.1]}
53 27 {'t': [36], 'w': [0.09087294161676647]}
53 29 {'t': [40], 'w': [0.08349968745589095]}
53 2 {'t': [61], 'w': [0.001]}
53 30 {'t': [62], 'w': [0.07095606056285819]}
53 12 {'t': [64], 'w': [0.1]}
53 20 {'t': [69], 'w': [0.001]}
53 71 {'t': [69], 'w': [0.1]}
54 47 {'t': [23], 'w': [0.1]}
54 48 {'t': [31, 49], 'w': [0.001, 0.001]}
54 70 {'t': [34], 'w': [0.1]}
54 0 {'t': [39], 'w': [0.01]}
54 74 {'t': [40], 'w': [0.001]}
54 50 {'t': [46], 'w': [0.1]}
54 22 {'t': [55], 'w': [0.001]}
54 57 {'t': [58], 'w': [0.12852006403695249]}
54 68 {'t': [69], 'w': [0.001]}
55 56 {'t': [5], 'w': [0.02371196931392207]}
55 44 {'t': [10], 'w': [0.1]}
55 40 {'t': [12], 'w': [0.001]}
55 17 {'t': [13], 'w': [0.1]}
55 12 {'t': [15], 'w': [0.04513601253778127]}
55 61 {'t': [16], 'w': [0.01]}
55 14 {'t': [16], 'w': [0.001]}
