0 1 {'t': [0], 'w': [0.0024557378977707136]}
4 42 {'t': [24], 'w': [0.04799173065564087]}
4 12 {'t': [40], 'w': [0.1]}
4 22 {'t': [47], 'w': [0.001]}
4 1 {'t': [56], 'w': [0.01]}
4 32 {'t': [58], 'w': [0.001]}
4 41 {'t': [59], 'w': [0.01]}
4 35 {'t': [63], 'w': [0.01]}
4 16 {'t': [73], 'w': [0.01]}
4 17 {'t': [73], 'w': [0.07566791401966756]}
5 6 {'t': [0], 'w': [0.01]}
5 31 {'t': [6], 'w': [0.001]}
5 33 {'t': [22], 'w': [0.01]}
5 39 {'t': [23], 'w': [0.14225149207655896]}
5 75 {'t': [26], 'w': [0.01]}
5 7 {'t': [34], 'w': [0.01]}
5 50 {'t': [34], 'w': [0.001]}
5 18 {'t': [54], 'w': [0.06583337746941369]}
5 63 {'t': [61], 'w': [0.01]}
5 25 {'t': [70], 'w': [0.001]}
5 66 {'t': [74], 'w': [0.01]}
5 70 {'t': [74], 'w': [0.01]}
6 0 {'t': [3], 'w': [0.001]}
6 55 {'t': [5], 'w': [0.01]}
6 31 {'t': [15], 'w': [0.01]}
6 11 {'t': [19], 'w': [0.07706527116040511]}
6 29 {'t': [30], 'w': [0.06044605115213276]}
6 23 {'t': [30], 'w': [0.06854422207876049]}
6 64 {'t': [34], 'w': [0.01]}
6 5 {'t': [45], 'w': [0.01]}
6 53 {'t': [45], 'w': [0.1]}
6 48 {'t': [46], 'w': [0.1]}
6 35 {'t': [47], 'w': [0.01]}
6 20 {'t': [65], 'w': [0.001]}
6 9 {'t': [66], 'w': [0.17218391389532073]}
6 24 {'t': [79], 'w': [0.01]}
7 8 {'t': [0], 'w': [0.00318750954344174]}
7 9 {'t': [0], 'w': [0.001]}
7 3 {'t': [1], 'w': [0.01]}
7 14 {'t': [5], 'w': [0.1]}
7 61 {'t': [6], 'w': [0.001]}
7 55 {'t': [10, 71], 'w': [0.001, 0.001]}
7 65 {'t': [12], 'w': [0.01]}
7 34 {'t': [20], 'w': [0.045257957161078444]}
7 48 {'t': [24], 'w': [0.001]}
7 19 {'t': [39], 'w': [0.01]}
7 30 {'t': [43], 'w': [0.001]}
7 10 {'t': [52], 'w': [0.001]}
7 29 {'t': [54], 'w': [0.1]}
7 70 {'t': [66], 'w': [0.001]}
7 0 {'t': [73], 'w': [0.1]}
7 59 {'t': [73], 'w': [0.11823095489002958]}
7 36 {'t': [74], 'w': [0.1]}
7 56 {'t': [77], 'w': [0.1]}
7 17 {'t': [79], 'w': [0.001]}
8 52 {'t': [6], 'w': [0.001]}
8 29 {'t': [9, 34], 'w': [0.001, 0.001]}
8 39 {'t': [11], 'w': [0.1]}
8 0 {'t': [12], 'w': [0.01]}
8 75 {'t': [13], 'w': [0.01]}
8 51 {'t': [15], 'w': [0.01]}
8 27 {'t': [19], 'w': [0.06577631608186484]}
8 18 {'t': [22], 'w': [0.03532651872252529]}
8 28 {'t': [24], 'w': [0.001]}
8 38 {'t': [29], 'w': [0.01]}
8 35 {'t': [37], 'w': [0.01]}
8 25 {'t': [38], 'w': [0.01]}
8 6 {'t': [45], 'w': [0.01]}
8 63 {'t': [53], 'w': [0.2516556291390728]}
8 66 {'t': [58], 'w': [0.15144949720933518]}
8 50 {'t': [68], 'w': [0.01]}
9 21 {'t': [33], 'w': [0.01]}
9 20 {'t': [47], 'w': [0.1]}
9 44 {'t': [61], 'w': [0.1]}
9 1 {'t': [64], 'w': [0.01]}
9 3 {'t': [79], 'w': [0.1]}
10 11 {'t': [0], 'w': [0.01]}
10 56 {'t': [10], 'w': [0.1]}
10 62 {'t': [11, 29, 32], 'w': [0.001, 0.001, 0.001]}
10 59 {'t': [13], 'w': [0.1]}
10 24 {'t': [30], 'w': [0.1]}
10 26 {'t': [30], 'w': [0.1]}
10 7 {'t': [53], 'w': [0.01]}
10 27 {'t': [69], 'w': [0.152441056865403]}
10 1 {'t': [72], 'w': [0.10197929533556849]}
10 25 {'t': [78], 'w': [0.001]}
11 6 {'t': [2], 'w': [0.001]}
11 4 {'t': [5], 'w': [0.01]}
11 2 {'t': [16], 'w': [0.0638239681750373]}
11 29 {'t': [19], 'w': [0.1]}
11 0 {'t': [33], 'w': [0.12692575567627803]}
11 33 {'t': [42], 'w': [0.1]}
11 52 {'t': [51], 'w': [0.01]}
11 10 {'t': [63, 64], 'w': [0.001, 0.001]}
11 35 {'t': [64], 'w': [0.01]}
11 40 {'t': [75], 'w': [0.01]}
11 41 {'t': [77], 'w': [0.001]}
12 13 {'t': [0], 'w': [0.1]}
12 34 {'t': [6], 'w': [0.01]}
12 60 {'t': [17], 'w': [0.01]}
12 51 {'t': [23], 'w': [0.01]}
12 33 {'t': [37], 'w': [0.1]}
12 57 {'t': [39], 'w': [0.01]}
12 50 {'t': [49], 'w': [0.001]}
12 36 {'t': [55], 'w': [0.001]}
12 56 {'t': [56], 'w': [0.08311111694930841]}
12 25 {'t': [73], 'w': [0.08241315577460782]}
12 26 {'t': [79], 'w': [0.001]}
13 12 {'t': [0], 'w': [0.01]}
13 4 {'t': [2], 'w': [0.001]}
13 0 {'t': [9], 'w': [0.001]}
13 34 {'t': [18], 'w': [0.1]}
13 15 {'t': [22], 'w': [0.1]}
13 14 {'t': [24], 'w': [0.01]}
13 46 {'t': [29], 'w': [0.01]}
13 67 {'t': [34, 37], 'w': [0.001, 0.001]}
13 53 {'t': [36], 'w': [0.001]}
13 55 {'t': [57], 'w': [0.01]}
13 28 {'t': [66], 'w': [0.1]}
13 19 {'t': [69], 'w': [0.127421661682486]}
13 10 {'t': [74], 'w': [0.01]}
13 38 {'t': [75], 'w': [0.1]}
13 31 {'t': [77], 'w': [0.06777501013728786]}
14 6 {'t': [0], 'w': [0.002254319654427641]}
14 46 {'t': [3], 'w': [0.010525640202811111]}
14 20 {'t': [4], 'w': [0.010451933928388217]}
14 7 {'t': [6], 'w': [0.020161001788908766]}
14 55 {'t': [22], 'w': [0.01]}
14 74 {'t': [25, 39], 'w': [0.1, 0.1]}
14 16 {'t': [37], 'w': [0.01]}
14 58 {'t': [40, 65], 'w': [0.001, 0.001]}
14 41 {'t': [41], 'w': [0.06398258977149075]}
14 40 {'t': [43], 'w': [0.13184476342371082]}
14 12 {'t': [58], 'w': [0.1]}
14 36 {'t': [59], 'w': [0.1]}
14 27 {'t': [62], 'w': [0.1]}
15 16 {'t': [0], 'w': [0.01]}
15 39 {'t': [9], 'w': [0.01]}
15 3 {'t': [11], 'w': [0.001]}
15 6 {'t': [14, 19], 'w': [0.001, 0.001]}
15 54 {'t': [18], 'w': [0.04340227206524906]}
15 11 {'t': [24], 'w': [0.09307714337785415]}
15 9 {'t': [26], 'w': [0.09686776417902852]}
15 60 {'t': [29], 'w': [0.05775508495856701]}
15 49 {'t': [34], 'w': [0.001]}
15 47 {'t': [35], 'w': [0.01]}
15 51 {'t': [39], 'w': [0.0736711847822959]}
15 31 {'t': [43], 'w': [0.01]}
15 46 {'t': [45], 'w': [0.0900455683203902]}
15 69 {'t': [72], 'w': [0.1]}
15 1 {'t': [78], 'w': [0.10339097700135286]}
15 12 {'t': [79], 'w': [0.1]}
15 23 {'t': [81], 'w': [0.001]}
16 45 {'t': [2], 'w': [0.001]}
16 2 {'t': [9], 'w': [0.1]}
16 73 {'t': [9], 'w': [0.03315496799916062]}
16 17 {'t': [9], 'w': [0.01718736402401879]}
16 14 {'t': [20], 'w': [0.1]}
16 31 {'t': [33], 'w': [0.001]}
16 46 {'t': [34], 'w': [0.01]}
16 9 {'t': [43], 'w': [0.01]}
16 4 {'t': [53], 'w': [0.1]}
16 25 {'t': [56], 'w': [0.01]}
16 22 {'t': [72], 'w': [0.1]}
17 18 {'t': [0], 'w': [0.001768974100948039]}
17 45 {'t': [40], 'w': [0.1]}
17 30 {'t': [47], 'w': [0.001]}
17 54 {'t': [50], 'w': [0.1]}
17 55 {'t': [50], 'w': [0.1]}
17 20 {'t': [69], 'w': [0.001]}
17 15 {'t': [81], 'w': [0.1]}
17 60 {'t': [83], 'w': [0.01]}
18 20 {'t': [3, 45], 'w': [0.01, 0.01]}
18 36 {'t': [21], 'w': [0.001]}
18 56 {'t': [22], 'w': [0.001]}
18 64 {'t': [23, 66], 'w': [0.01, 0.01]}
18 48 {'t': [34], 'w': [0.1]}
18 1 {'t': [42], 'w': [0.1]}
18 44 {'t': [45], 'w': [0.001]}
18 25 {'t': [49], 'w': [0.001]}
18 14 {'t': [50], 'w': [0.1]}
18 13 {'t': [55], 'w': [0.001]}
18 61 {'t': [59], 'w': [0.14191231220708686]}
18 75 {'t': [66], 'w': [0.001]}
18 47 {'t': [67], 'w': [0.1]}
18 31 {'t': [74], 'w': [0.06734055494410011]}
18 62 {'t': [78], 'w': [0.1]}
18 32 {'t': [83], 'w': [0.001]}
19 15 {'t': [0, 66], 'w': [0.01, 0.01]}
19 39 {'t': [21], 'w': [0.001]}
19 2 {'t': [24], 'w': [0.08888612630532075]}
19 37 {'t': [28], 'w': [0.07562851782363977]}
19 72 {'t': [42], 'w': [0.001]}
19 13 {'t': [47], 'w': [0.001]}
19 40 {'t': [64], 'w': [0.16178531728770965]}
19 1 {'t': [65], 'w': [0.09899417681312864]}
19 27 {'t': [71], 'w': [0.1]}
19 54 {'t': [78], 'w': [0.10779278519631441]}
20 21 {'t': [0], 'w': [0.01]}
20 22 {'t': [1], 'w': [0.01]}
20 59 {'t': [5, 21], 'w': [0.001, 0.001]}
20 51 {'t': [13], 'w': [0.1]}
20 58 {'t': [21], 'w': [0.1]}
20 3 {'t': [42], 'w': [0.1]}
20 65 {'t': [49], 'w': [0.09372815657367986]}
20 44 {'t': [60], 'w': [0.14724659913822274]}
21 10 {'t': [4], 'w': [0.001]}
21 51 {'t': [9], 'w': [0.02273446717891162]}
21 27 {'t': [11], 'w': [0.1]}
21 0 {'t': [13], 'w': [0.01]}
21 71 {'t': [13], 'w': [0.1]}
21 70 {'t': [27], 'w': [0.01]}
21 2 {'t': [32], 'w': [0.110765788165092]}
21 58 {'t': [35], 'w': [0.1]}
21 36 {'t': [45], 'w': [0.01]}
21 52 {'t': [52], 'w': [0.01]}
21 45 {'t': [60], 'w': [0.001]}
21 44 {'t': [63], 'w': [0.01]}
21 18 {'t': [76], 'w': [0.07422276362480801]}
22 23 {'t': [1], 'w': [0.1]}
22 59 {'t': [4], 'w': [0.01]}
22 19 {'t': [8], 'w': [0.026580232925311583]}
22 33 {'t': [12], 'w': [0.01]}
22 52 {'t': [20], 'w': [0.001]}
22 56 {'t': [35], 'w': [0.062422005333193226]}
22 34 {'t': [36], 'w': [0.01]}
22 20 {'t': [37], 'w': [0.001]}
22 10 {'t': [40], 'w': [0.1]}
22 73 {'t': [45], 'w': [0.1]}
22 54 {'t': [64], 'w': [0.10264154414582918]}
23 42 {'t': [1, 68], 'w': [0.09615797669548408, 0.09615797669548408]}
23 31 {'t': [4], 'w': [0.007868466276622446]}
23 6 {'t': [5], 'w': [0.013120950323974081]}
23 19 {'t': [12], 'w': [0.01]}
23 37 {'t': [31], 'w': [0.08165103189493433]}
23 73 {'t': [31], 'w': [0.01]}
23 33 {'t': [32], 'w': [0.1]}
23 65 {'t': [37], 'w': [0.1]}
23 10 {'t': [44], 'w': [0.1]}
23 21 {'t': [53], 'w': [0.10146026304512641]}
23 20 {'t': [57], 'w': [0.1]}
23 36 {'t': [58], 'w': [0.1]}
23 18 {'t': [60], 'w': [0.1]}
23 41 {'t': [64], 'w': [0.1]}
23 43 {'t': [72], 'w': [0.01]}
23 12 {'t': [75], 'w': [0.001]}
23 14 {'t': [75], 'w': [0.10965263075354817]}
24 25 {'t': [1, 63], 'w': [0.08279228472584237, 0.08279228472584237]}
24 72 {'t': [8], 'w': [0.001]}
24 8 {'t': [8], 'w': [0.001]}
24 46 {'t': [13, 37], 'w': [0.001, 0.001]}
24 13 {'t': [15], 'w': [0.01]}
24 42 {'t': [16, 33], 'w': [0.01, 0.01]}
24 32 {'t': [22], 'w': [0.1]}
24 18 {'t': [45], 'w': [0.01]}
24 22 {'t': [61], 'w': [0.01]}
24 57 {'t': [69], 'w': [0.10070759564285504]}
24 62 {'t': [70], 'w': [0.1]}
24 56 {'t': [77], 'w': [0.09221432606039909]}
24 2 {'t': [79], 'w': [0.17503729487817007]}
24 12 {'t': [81], 'w': [0.08151564540925432]}
25 39 {'t': [11], 'w': [0.001]}
25 35 {'t': [17], 'w': [0.001]}
25 29 {'t': [18], 'w': [0.001]}
25 42 {'t': [19], 'w': [0.001]}
25 4 {'t': [20], 'w': [0.1]}
25 16 {'t': [51], 'w': [0.001]}
25 17 {'t': [53], 'w': [0.001]}
25 47 {'t': [56, 59], 'w': [0.001, 0.001]}
25 32 {'t': [61], 'w': [0.001]}
25 49 {'t': [77], 'w': [0.001]}
25 24 {'t': [83], 'w': [0.08834245220417922]}
25 15 {'t': [83], 'w': [0.09295585387381927]}
26 27 {'t': [1, 50], 'w': [0.001, 0.001]}
26 28 {'t': [1], 'w': [0.1]}
26 48 {'t': [4], 'w': [0.010459311353807055]}
26 8 {'t': [8], 'w': [0.001]}
26 34 {'t': [12], 'w': [0.1]}
26 62 {'t': [13, 24], 'w': [0.001, 0.001]}
26 41 {'t': [21], 'w': [0.038834481924797486]}
26 72 {'t': [24], 'w': [0.1]}
26 13 {'t': [27, 43], 'w': [0.01, 0.01]}
26 45 {'t': [60], 'w': [0.01]}
26 4 {'t': [67], 'w': [0.1]}
26 57 {'t': [68], 'w': [0.1]}
27 2 {'t': [21], 'w': [0.1]}
27 46 {'t': [27], 'w': [0.1]}
27 69 {'t': [32], 'w': [0.07669662224976757]}
27 43 {'t': [34], 'w': [0.001]}
27 41 {'t': [45], 'w': [0.06785152944021279]}
27 74 {'t': [50], 'w': [0.01]}
27 4 {'t': [73], 'w': [0.1]}
27 50 {'t': [77], 'w': [0.001]}
27 47 {'t': [82], 'w': [0.1]}
28 54 {'t': [2, 11], 'w': [0.001, 0.001]}
28 51 {'t': [23], 'w': [0.001]}
28 7 {'t': [24], 'w': [0.01]}
28 26 {'t': [35], 'w': [0.01]}
28 30 {'t': [35], 'w': [0.01]}
28 36 {'t': [52], 'w': [0.01]}
28 74 {'t': [63], 'w': [0.01]}
28 53 {'t': [67], 'w': [0.11860740947463895]}
28 34 {'t': [68], 'w': [0.01]}
28 11 {'t': [72], 'w': [0.01]}
28 59 {'t': [73], 'w': [0.11823095489002958]}
29 10 {'t': [1], 'w': [0.001]}
29 6 {'t': [17], 'w': [0.01]}
29 33 {'t': [17], 'w': [0.1]}
29 26 {'t': [33], 'w': [0.001]}
29 32 {'t': [33], 'w': [0.07202706548202484]}
29 72 {'t': [52], 'w': [0.1242204377776872]}
29 30 {'t': [56], 'w': [0.13931213669191472]}
29 47 {'t': [58], 'w': [0.1]}
29 16 {'t': [61], 'w': [0.001]}
29 54 {'t': [69], 'w': [0.01]}
29 43 {'t': [70], 'w': [0.001]}
29 64 {'t': [73], 'w': [0.001]}
29 50 {'t': [73], 'w': [0.1]}
30 31 {'t': [1], 'w': [0.001]}
30 45 {'t': [7], 'w': [0.1]}
30 33 {'t': [14], 'w': [0.001]}
30 0 {'t': [20], 'w': [0.01]}
30 63 {'t': [24], 'w': [0.14614504128852915]}
30 26 {'t': [65], 'w': [0.10647350024514846]}
30 16 {'t': [66], 'w': [0.001]}
30 65 {'t': [71], 'w': [0.01]}
30 43 {'t': [72], 'w': [0.01]}
30 58 {'t': [72], 'w': [0.11761014822100874]}
30 21 {'t': [75], 'w': [0.11523881728582258]}
30 24 {'t': [79], 'w': [0.001]}
31 62 {'t': [15, 52], 'w': [0.01, 0.01]}
31 72 {'t': [19, 45], 'w': [0.001, 0.001]}
31 10 {'t': [28], 'w': [0.01]}
31 21 {'t': [30], 'w': [0.01]}
31 47 {'t': [31], 'w': [0.05233411096947979]}
31 56 {'t': [31], 'w': [0.1]}
31 7 {'t': [38], 'w': [0.09]}
31 57 {'t': [41], 'w': [0.07768871663877389]}
31 37 {'t': [55], 'w': [0.11767354596622888]}
31 17 {'t': [55], 'w': [0.0682273083282569]}
32 33 {'t': [1], 'w': [0.001]}
32 34 {'t': [1], 'w': [0.01]}
32 6 {'t': [11], 'w': [0.025269978401727858]}
32 23 {'t': [20], 'w': [0.01]}
32 71 {'t': [31], 'w': [0.001]}
32 18 {'t': [41, 56], 'w': [0.01, 0.01]}
32 11 {'t': [54], 'w': [0.1]}
32 52 {'t': [60], 'w': [0.12412520918910694]}
32 25 {'t': [63], 'w': [0.001]}
32 66 {'t': [64], 'w': [0.157666674516638]}
32 13 {'t': [68], 'w': [0.001]}
32 55 {'t': [77], 'w': [0.001]}
32 4 {'t': [77], 'w': [0.001]}
32 36 {'t': [80], 'w': [0.01]}
33 3 {'t': [4], 'w': [0.017215521429627588]}
33 12 {'t': [6], 'w': [0.001]}
33 18 {'t': [7], 'w': [0.1]}
33 56 {'t': [27], 'w': [0.001]}
33 15 {'t': [35], 'w': [0.01]}
33 20 {'t': [38], 'w': [0.1]}
33 53 {'t': [42], 'w': [0.1]}
33 5 {'t': [44], 'w': [0.0760605186131838]}
33 74 {'t': [47], 'w': [0.01]}
33 68 {'t': [47], 'w': [0.01]}
33 19 {'t': [47], 'w': [0.01]}
33 11 {'t': [51], 'w': [0.15704652555390664]}
33 2 {'t': [53], 'w': [0.1530581800099453]}
34 53 {'t': [2], 'w': [0.01]}
34 61 {'t': [5], 'w': [0.001]}
34 9 {'t': [10], 'w': [0.01]}
34 30 {'t': [14], 'w': [0.001]}
34 72 {'t': [20], 'w': [0.1]}
34 69 {'t': [27], 'w': [0.06748614123885273]}
34 71 {'t': [28], 'w': [0.074104713581881]}
34 50 {'t': [35], 'w': [0.01]}
34 24 {'t': [37], 'w': [0.06184973269396902]}
34 20 {'t': [37], 'w': [0.001]}
34 36 {'t': [39], 'w': [0.01]}
34 75 {'t': [41], 'w': [0.16978408033623152]}
34 18 {'t': [44], 'w': [0.01]}
34 10 {'t': [48], 'w': [0.08681475746657535]}
34 12 {'t': [48], 'w': [0.01]}
34 29 {'t': [63], 'w': [0.1]}
34 45 {'t': [64], 'w': [0.1]}
34 43 {'t': [72], 'w': [0.1]}
34 48 {'t': [73], 'w': [0.08926990156697169]}
34 55 {'t': [78], 'w': [0.01]}
35 36 {'t': [1], 'w': [0.001]}
35 43 {'t': [2], 'w': [0.01]}
35 64 {'t': [15], 'w': [0.1]}
35 56 {'t': [17], 'w': [0.03546704848476888]}
35 46 {'t': [35], 'w': [0.01]}
35 17 {'t': [35, 45], 'w': [0.1, 0.1]}
35 6 {'t': [37, 42, 70], 'w': [0.01, 0.01, 0.01]}
35 66 {'t': [38], 'w': [0.01]}
35 16 {'t': [50], 'w': [0.001]}
35 51 {'t': [51, 55], 'w': [0.1, 0.1]}
35 47 {'t': [68], 'w': [0.08214483272805985]}
35 40 {'t': [75], 'w': [0.01]}
35 5 {'t': [78], 'w': [0.001]}
36 3 {'t': [11, 38], 'w': [0.14581441034198686, 0.14581441034198686]}
36 38 {'t': [12], 'w': [0.01]}
36 21 {'t': [18], 'w': [0.01]}
36 17 {'t': [20], 'w': [0.1]}
36 31 {'t': [25], 'w': [0.001]}
36 18 {'t': [30], 'w': [0.1]}
36 12 {'t': [38], 'w': [0.01]}
36 71 {'t': [42], 'w': [0.1]}
36 59 {'t': [47], 'w': [0.001]}
36 48 {'t': [58], 'w': [0.1]}
36 43 {'t': [73], 'w': [0.1]}
36 52 {'t': [78], 'w': [0.1]}
36 53 {'t': [83], 'w': [0.1]}
37 7 {'t': [1], 'w': [0.1]}
37 40 {'t': [7], 'w': [0.030931322797351498]}
37 54 {'t': [8], 'w': [0.01]}
37 31 {'t': [15], 'w': [0.023479889551835338]}
37 64 {'t': [17], 'w': [0.001]}
37 67 {'t': [27, 44], 'w': [0.1, 0.1]}
37 10 {'t': [32], 'w': [0.06632820176875205]}
37 8 {'t': [55], 'w': [0.1]}
37 16 {'t': [70], 'w': [0.01]}
38 37 {'t': [1], 'w': [0.01]}
38 12 {'t': [4], 'w': [0.01]}
38 16 {'t': [11], 'w': [0.001]}
38 41 {'t': [14], 'w': [0.01]}
38 7 {'t': [16], 'w': [0.04592128801431127]}
38 49 {'t': [21], 'w': [0.1]}
38 0 {'t': [27], 'w': [0.001]}
38 26 {'t': [31], 'w': [0.001]}
38 53 {'t': [47, 58], 'w': [0.01, 0.01]}
38 65 {'t': [54], 'w': [0.0987322869670204]}
38 67 {'t': [57], 'w': [0.1641115341084474]}
38 42 {'t': [60], 'w': [0.1]}
38 69 {'t': [63], 'w': [0.1]}
38 8 {'t': [67], 'w': [0.01]}
38 46 {'t': [78], 'w': [0.11281368333226365]}
39 23 {'t': [1], 'w': [0.001]}
39 42 {'t': [4], 'w': [0.001]}
39 10 {'t': [10], 'w': [0.001]}
39 49 {'t': [27, 51], 'w': [0.001, 0.001]}
39 26 {'t': [30], 'w': [0.06717067075774591]}
39 1 {'t': [36], 'w': [0.001]}
39 18 {'t': [48], 'w': [0.01]}
39 36 {'t': [51], 'w': [0.1]}
39 75 {'t': [57], 'w': [0.01]}
39 12 {'t': [59], 'w': [0.1]}
39 55 {'t': [63], 'w': [0.001]}
39 17 {'t': [65], 'w': [0.1]}
39 43 {'t': [67], 'w': [0.10373443983402489]}
40 41 {'t': [1], 'w': [0.001]}
40 44 {'t': [7, 19, 30], 'w': [0.19146344214587044, 0.19146344214587044, 0.19146344214587044]}
40 60 {'t': [13], 'w': [0.001]}
40 13 {'t': [16], 'w': [0.001]}
40 6 {'t': [17], 'w': [0.01]}
40 26 {'t': [33], 'w': [0.01]}
40 10 {'t': [34], 'w': [0.001]}
40 54 {'t': [37], 'w': [0.001]}
40 18 {'t': [40], 'w': [0.05515597690800276]}
40 49 {'t': [45], 'w': [0.08256462314810728]}
40 74 {'t': [52, 63], 'w': [0.001, 0.001]}
40 55 {'t': [53], 'w': [0.001]}
40 69 {'t': [62], 'w': [0.1]}
40 31 {'t': [65], 'w': [0.001]}
40 42 {'t': [74], 'w': [0.0936342157547119]}
40 57 {'t': [82], 'w': [0.01]}
41 66 {'t': [7], 'w': [0.1]}
41 64 {'t': [13], 'w': [0.01]}
41 61 {'t': [21], 'w': [0.07034295475450046]}
41 20 {'t': [24], 'w': [0.045847440238021966]}
41 37 {'t': [29], 'w': [0.001]}
41 43 {'t': [35], 'w': [0.01]}
41 16 {'t': [44], 'w': [0.1]}
41 71 {'t': [51], 'w': [0.001]}
41 55 {'t': [66], 'w': [0.1]}
42 17 {'t': [11], 'w': [0.001]}
42 66 {'t': [14], 'w': [0.1]}
42 30 {'t': [18], 'w': [0.1]}
42 53 {'t': [18], 'w': [0.01]}
42 49 {'t': [21, 74], 'w': [0.01, 0.01]}
42 28 {'t': [43], 'w': [0.09212325875897004]}
42 72 {'t': [56], 'w': [0.12894876289080015]}
42 12 {'t': [58], 'w': [0.01]}
42 38 {'t': [64], 'w': [0.01]}
42 41 {'t': [70], 'w': [0.08326683593277717]}
42 54 {'t': [80], 'w': [0.01]}
42 37 {'t': [82], 'w': [0.01]}
43 62 {'t': [8], 'w': [0.1]}
43 58 {'t': [9], 'w': [0.1]}
43 47 {'t': [11], 'w': [0.1]}
43 18 {'t': [13], 'w': [0.1]}
43 5 {'t': [16], 'w': [0.03527504088166989]}
43 48 {'t': [31], 'w': [0.1]}
43 21 {'t': [39], 'w': [0.1]}
43 12 {'t': [68], 'w': [0.01]}
43 29 {'t': [74], 'w': [0.09927271174620345]}
43 38 {'t': [78], 'w': [0.1]}
43 33 {'t': [80], 'w': [0.001]}
43 23 {'t': [83], 'w': [0.01]}
43 45 {'t': [83], 'w': [0.001]}
44 0 {'t': [2], 'w': [0.001]}
44 45 {'t': [3], 'w': [0.1]}
44 36 {'t': [19], 'w': [0.1]}
44 34 {'t': [26], 'w': [0.01]}
44 2 {'t': [33], 'w': [0.01]}
44 8 {'t': [34, 61], 'w': [0.001, 0.001]}
44 28 {'t': [36], 'w': [0.001]}
44 47 {'t': [37], 'w': [0.01]}
44 70 {'t': [37], 'w': [0.001]}
44 60 {'t': [38], 'w': [0.1]}
44 23 {'t': [50], 'w': [0.01]}
44 48 {'t': [58], 'w': [0.1]}
44 46 {'t': [62, 69], 'w': [0.1, 0.1]}
44 21 {'t': [63], 'w': [0.001]}
44 39 {'t': [74], 'w': [0.1]}
45 67 {'t': [16], 'w': [0.001]}
45 17 {'t': [20], 'w': [0.01]}
45 22 {'t': [26], 'w': [0.1]}
45 51 {'t': [36], 'w': [0.01]}
45 3 {'t': [37], 'w': [0.10434929553663844]}
45 23 {'t': [37], 'w': [0.01]}
45 9 {'t': [39], 'w': [0.13027658329304598]}
45 60 {'t': [41], 'w': [0.07382606512095087]}
45 72 {'t': [43], 'w': [0.001]}
45 15 {'t': [45], 'w': [0.07393257538830411]}
45 56 {'t': [45], 'w': [0.07371891707278627]}
45 5 {'t': [49, 77], 'w': [0.1, 0.1]}
46 47 {'t': [2], 'w': [0.001]}
46 44 {'t': [9], 'w': [0.001]}
